id;fecha;tipo_elem;intensidad;ocupacion;vmed
1004;03/09/2025 12:00:00;M30;515;20,98;79,90
1005;03/09/2025 12:00:00;M30;392;18,02;90,10
1006;03/09/2025 12:00:00;M30;431;23,04;78,40
1007;03/09/2025 12:00:00;M30;415;23,38;81,50
1008;03/09/2025 12:00:00;URB;163;22,37;83,90
1009;03/09/2025 12:00:00;M30;440;21,99;82,20
1010;03/09/2025 12:00:00;URB;168;18,60;81,30
1011;03/09/2025 12:00:00;URB;179;22,16;72,20
1012;03/09/2025 12:00:00;M30;372;17,47;77,10
1013;03/09/2025 12:00:00;URB;132;16,18;87,90
1014;03/09/2025 12:00:00;URB;158;19,90;91,60
1015;03/09/2025 12:00:00;M30;469;23,99;81,00
1016;03/09/2025 12:00:00;URB;142;22,75;85,50
1017;03/09/2025 12:00:00;URB;136;21,68;-1,00
1018;03/09/2025 12:00:00;URB;122;13,93;86,00
1019;03/09/2025 12:00:00;M30;448;19,97;87,00
1020;03/09/2025 12:00:00;URB;140;18,91;74,80
1021;03/09/2025 12:00:00;M30;484;23,99;86,80
1022;03/09/2025 12:00:00;URB;157;19,72;80,90
1023;03/09/2025 12:00:00;URB;160;15,96;82,70
1024;03/09/2025 12:00:00;URB;165;19,05;83,30
1025;03/09/2025 12:00:00;M30;528;21,24;79,20
1026;03/09/2025 12:00:00;URB;169;24,86;72,70
1027;03/09/2025 12:00:00;M30;451;21,99;75,40
1028;03/09/2025 12:00:00;URB;147;21,17;77,90
1029;03/09/2025 12:00:00;URB;152;20,77;83,10
1030;03/09/2025 12:00:00;URB;154;19,31;89,30
1001;03/09/2025 13:00:00;M30;415;16,41;95,00
1002;03/09/2025 13:00:00;URB;143;16,02;-1,00
1003;03/09/2025 13:00:00;M30;334;19,83;89,60
1004;03/09/2025 13:00:00;M30;328;14,02;84,30
1005;03/09/2025 13:00:00;M30;353;14,03;81,20
1006;03/09/2025 13:00:00;M30;418;9,89;93,00
1007;03/09/2025 13:00:00;M30;356;14,89;87,90
1008;03/09/2025 13:00:00;URB;118;15,27;89,40
1009;03/09/2025 13:00:00;M30;332;16,67;85,60
1010;03/09/2025 13:00:00;URB;108;15,24;89,60
1011;03/09/2025 13:00:00;URB;142;17,77;88,20
1012;03/09/2025 13:00:00;M30;419;17,17;78,80
1013;03/09/2025 13:00:00;URB;125;10,40;85,40
1014;03/09/2025 13:00:00;URB;128;12,40;86,80
1015;03/09/2025 13:00:00;M30;417;22,68;74,40
1016;03/09/2025 13:00:00;URB;145;21,94;-1,00
1017;03/09/2025 13:00:00;URB;133;15,68;89,10
1018;03/09/2025 13:00:00;URB;164;22,55;82,50
1019;03/09/2025 13:00:00;M30;383;15,81;-1,00
1020;03/09/2025 13:00:00;URB;126;15,95;80,20
1021;03/09/2025 13:00:00;M30;330;18,92;75,40
1022;03/09/2025 13:00:00;URB;135;21,38;87,90
1023;03/09/2025 13:00:00;URB;137;14,56;89,70
1024;03/09/2025 13:00:00;URB;120;15,78;90,00
1025;03/09/2025 13:00:00;M30;348;18,76;85,80
1026;03/09/2025 13:00:00;URB;140;13,74;88,30
1027;03/09/2025 13:00:00;M30;369;15,87;86,80
1028;03/09/2025 13:00:00;URB;121;15,82;85,60
1029;03/09/2025 13:00:00;URB;133;11,72;83,60
1030;03/09/2025 13:00:00;URB;121;16,81;82,20
1001;03/09/2025 14:00:00;M30;385;18,27;84,70
1002;03/09/2025 14:00:00;URB;142;19,11;77,40
1003;03/09/2025 14:00:00;M30;404;18,76;81,00
1004;03/09/2025 14:00:00;M30;326;9,91;86,50
1005;03/09/2025 14:00:00;M30;355;13,44;77,60
1006;03/09/2025 14:00:00;M30;316;14,00;85,20
1007;03/09/2025 14:00:00;M30;378;21,13;79,80
1008;03/09/2025 14:00:00;URB;125;15,56;88,80
1009;03/09/2025 14:00:00;M30;312;10,91;-1,00
1010;03/09/2025 14:00:00;URB;147;15,85;88,70
1011;03/09/2025 14:00:00;URB;116;14,20;85,60
1012;03/09/2025 14:00:00;M30;329;17,86;78,10
1013;03/09/2025 14:00:00;URB;152;20,71;87,80
1014;03/09/2025 14:00:00;URB;151;22,60;82,50
1015;03/09/2025 14:00:00;M30;358;12,84;88,80
1016;03/09/2025 14:00:00;URB;132;15,26;89,40
1017;03/09/2025 14:00:00;URB;129;13,59;84,80
1018;03/09/2025 14:00:00;URB;138;19,38;-1,00
1019;03/09/2025 14:00:00;M30;378;19,21;-1,00
1020;03/09/2025 14:00:00;URB;137;20,02;88,20
1021;03/09/2025 14:00:00;M30;462;16,41;86,20
1022;03/09/2025 14:00:00;URB;139;18,43;85,00
1023;03/09/2025 14:00:00;URB;112;13,13;-1,00
1024;03/09/2025 14:00:00;URB;131;16,38;89,90
1025;03/09/2025 14:00:00;M30;351;19,77;-1,00
1026;03/09/2025 14:00:00;URB;125;14,79;87,30
1027;03/09/2025 14:00:00;M30;443;21,51;86,10
1028;03/09/2025 14:00:00;URB;158;18,75;82,10
1029;03/09/2025 14:00:00;URB;143;15,81;82,70
1030;03/09/2025 14:00:00;URB;136;17,19;88,20
1001;03/09/2025 15:00:00;M30;367;19,36;84,00
1002;03/09/2025 15:00:00;URB;145;16,22;80,90
1003;03/09/2025 15:00:00;M30;473;18,86;-1,00
1004;03/09/2025 15:00:00;M30;516;19,79;87,30
1005;03/09/2025 15:00:00;M30;477;24,88;79,80
1006;03/09/2025 15:00:00;M30;464;24,02;87,00
1007;03/09/2025 15:00:00;M30;473;23,09;72,20
1008;03/09/2025 15:00:00;URB;153;22,30;80,30
1009;03/09/2025 15:00:00;M30;459;21,42;83,90
1010;03/09/2025 15:00:00;URB;158;24,75;86,20
1011;03/09/2025 15:00:00;URB;186;22,08;88,20
1012;03/09/2025 15:00:00;M30;502;24,28;81,60
1013;03/09/2025 15:00:00;URB;173;27,30;84,10
1014;03/09/2025 15:00:00;URB;187;23,86;82,00
1015;03/09/2025 15:00:00;M30;448;19,29;85,60
1016;03/09/2025 15:00:00;URB;194;26,31;90,00
1017;03/09/2025 15:00:00;URB;155;19,04;82,50
1018;03/09/2025 15:00:00;URB;143;17,00;80,40
1019;03/09/2025 15:00:00;M30;450;15,38;89,00
1020;03/09/2025 15:00:00;URB;179;22,14;88,30
1021;03/09/2025 15:00:00;M30;391;22,08;74,90
1022;03/09/2025 15:00:00;URB;182;25,35;81,90
1023;03/09/2025 15:00:00;URB;160;26,61;76,00
1024;03/09/2025 15:00:00;URB;138;21,86;86,80
1025;03/09/2025 15:00:00;M30;469;17,09;82,50
1026;03/09/2025 15:00:00;URB;173;31,31;74,30
1027;03/09/2025 15:00:00;M30;462;17,15;80,80
1028;03/09/2025 15:00:00;URB;174;15,04;91,60
1029;03/09/2025 15:00:00;URB;180;26,24;82,90
1030;03/09/2025 15:00:00;URB;187;22,74;78,10
1001;03/09/2025 16:00:00;M30;532;23,19;81,00
1002;03/09/2025 16:00:00;URB;212;32,20;72,10
1003;03/09/2025 16:00:00;M30;704;32,64;76,10
1004;03/09/2025 16:00:00;M30;651;28,29;81,00
1005;03/09/2025 16:00:00;M30;525;27,14;78,50
1006;03/09/2025 16:00:00;M30;642;32,61;77,40
1007;03/09/2025 16:00:00;M30;503;24,21;77,00
1008;03/09/2025 16:00:00;URB;230;19,29;80,20
1009;03/09/2025 16:00:00;M30;523;22,67;81,60
1010;03/09/2025 16:00:00;URB;226;30,91;75,10
1011;03/09/2025 16:00:00;URB;173;18,85;81,90
1012;03/09/2025 16:00:00;M30;580;32,17;77,80
1013;03/09/2025 16:00:00;URB;192;23,19;82,70
1014;03/09/2025 16:00:00;URB;206;24,70;85,10
1015;03/09/2025 16:00:00;M30;653;29,75;77,50
1016;03/09/2025 16:00:00;URB;240;24,57;84,60
1017;03/09/2025 16:00:00;URB;256;35,07;73,50
1018;03/09/2025 16:00:00;URB;248;26,56;82,40
1019;03/09/2025 16:00:00;M30;692;27,38;81,00
1020;03/09/2025 16:00:00;URB;236;31,42;79,10
1021;03/09/2025 16:00:00;M30;756;47,24;71,40
1022;03/09/2025 16:00:00;URB;207;22,31;82,00
1023;03/09/2025 16:00:00;URB;231;30,80;78,60
1024;03/09/2025 16:00:00;URB;160;25,58;72,90
1025;03/09/2025 16:00:00;M30;592;24,29;-1,00
1026;03/09/2025 16:00:00;URB;264;35,66;73,80
1027;03/09/2025 16:00:00;M30;509;22,02;79,00
1028;03/09/2025 16:00:00;URB;241;28,63;-1,00
1029;03/09/2025 16:00:00;URB;223;26,27;80,80
1030;03/09/2025 16:00:00;URB;231;37,37;73,30
1001;03/09/2025 17:00:00;M30;894;47,99;74,70
1002;03/09/2025 17:00:00;URB;254;41,10;72,30
1003;03/09/2025 17:00:00;M30;708;35,31;76,70
1004;03/09/2025 17:00:00;M30;945;50,14;-1,00
1005;03/09/2025 17:00:00;M30;849;41,32;76,40
1006;03/09/2025 17:00:00;M30;957;53,69;67,10
1007;03/09/2025 17:00:00;M30;882;41,62;69,40
1008;03/09/2025 17:00:00;URB;296;35,98;77,20
1009;03/09/2025 17:00:00;M30;787;35,76;84,20
1010;03/09/2025 17:00:00;URB;279;30,22;85,60
1011;03/09/2025 17:00:00;URB;263;36,86;76,90
1012;03/09/2025 17:00:00;M30;693;32,65;-1,00
1013;03/09/2025 17:00:00;URB;294;46,97;74,20
1014;03/09/2025 17:00:00;URB;257;30,07;80,80
1015;03/09/2025 17:00:00;M30;764;36,99;75,80
1016;03/09/2025 17:00:00;URB;282;32,50;70,40
1017;03/09/2025 17:00:00;URB;234;30,75;81,00
1018;03/09/2025 17:00:00;URB;283;28,90;72,70
1019;03/09/2025 17:00:00;M30;852;36,89;78,00
1020;03/09/2025 17:00:00;URB;239;37,52;78,50
1021;03/09/2025 17:00:00;M30;717;22,93;90,60
1022;03/09/2025 17:00:00;URB;283;37,67;-1,00
1023;03/09/2025 17:00:00;URB;249;41,59;79,60
1024;03/09/2025 17:00:00;URB;268;41,29;76,30
1025;03/09/2025 17:00:00;M30;852;40,99;76,50
1026;03/09/2025 17:00:00;URB;284;41,59;72,20
1027;03/09/2025 17:00:00;M30;819;37,01;-1,00
1028;03/09/2025 17:00:00;URB;312;48,70;70,60
1029;03/09/2025 17:00:00;URB;280;41,47;76,30
1030;03/09/2025 17:00:00;URB;225;25,18;83,40
1001;03/09/2025 18:00:00;M30;1.227;46,38;77,70
1002;03/09/2025 18:00:00;URB;415;59,10;61,10
1003;03/09/2025 18:00:00;M30;1.106;71,90;65,10
1004;03/09/2025 18:00:00;M30;981;34,53;74,20
1005;03/09/2025 18:00:00;M30;1.011;54,18;61,60
1006;03/09/2025 18:00:00;M30;890;39,41;-1,00
1007;03/09/2025 18:00:00;M30;867;36,38;75,80
1008;03/09/2025 18:00:00;URB;395;43,02;70,60
1009;03/09/2025 18:00:00;M30;941;39,29;70,20
1010;03/09/2025 18:00:00;URB;274;32,47;78,40
1011;03/09/2025 18:00:00;URB;300;45,33;76,00
1012;03/09/2025 18:00:00;M30;990;46,03;73,30
1013;03/09/2025 18:00:00;URB;355;44,19;70,60
1014;03/09/2025 18:00:00;URB;341;46,21;70,90
1015;03/09/2025 18:00:00;M30;1.012;50,84;64,80
1016;03/09/2025 18:00:00;URB;383;44,47;64,90
1017;03/09/2025 18:00:00;URB;349;44,92;66,70
1018;03/09/2025 18:00:00;URB;334;42,16;66,60
1019;03/09/2025 18:00:00;M30;963;44,18;73,60
1020;03/09/2025 18:00:00;URB;348;35,65;-1,00
1021;03/09/2025 18:00:00;M30;895;43,64;67,70
1022;03/09/2025 18:00:00;URB;275;37,46;-1,00
1023;03/09/2025 18:00:00;URB;375;51,90;-1,00
1024;03/09/2025 18:00:00;URB;327;42,35;-1,00
1025;03/09/2025 18:00:00;M30;991;48,78;67,90
1026;03/09/2025 18:00:00;URB;334;35,98;81,30
1027;03/09/2025 18:00:00;M30;961;54,36;60,50
1028;03/09/2025 18:00:00;URB;346;47,24;61,20
1029;03/09/2025 18:00:00;URB;304;35,27;77,80
1030;03/09/2025 18:00:00;URB;351;37,78;77,00
1001;03/09/2025 19:00:00;M30;1.023;59,15;-1,00
1002;03/09/2025 19:00:00;URB;316;46,46;66,20
1003;03/09/2025 19:00:00;M30;977;51,72;74,30
1004;03/09/2025 19:00:00;M30;1.005;45,49;74,90
1005;03/09/2025 19:00:00;M30;814;43,78;73,80
1006;03/09/2025 19:00:00;M30;899;44,00;73,80
1007;03/09/2025 19:00:00;M30;1.039;58,68;60,80
1008;03/09/2025 19:00:00;URB;296;33,86;73,60
1009;03/09/2025 19:00:00;M30;945;42,33;77,80
1010;03/09/2025 19:00:00;URB;446;52,62;61,60
1011;03/09/2025 19:00:00;URB;328;55,78;66,90
1012;03/09/2025 19:00:00;M30;1.231;68,23;57,60
1013;03/09/2025 19:00:00;URB;392;51,79;63,50
1014;03/09/2025 19:00:00;URB;393;56,20;68,20
1015;03/09/2025 19:00:00;M30;1.011;46,40;78,30
1016;03/09/2025 19:00:00;URB;347;39,65;78,00
1017;03/09/2025 19:00:00;URB;376;56,14;58,90
1018;03/09/2025 19:00:00;URB;360;55,13;65,80
1019;03/09/2025 19:00:00;M30;1.180;32,58;73,10
1020;03/09/2025 19:00:00;URB;395;36,64;64,90
1021;03/09/2025 19:00:00;M30;951;35,99;73,10
1022;03/09/2025 19:00:00;URB;412;54,31;65,90
1023;03/09/2025 19:00:00;URB;381;60,36;60,30
1024;03/09/2025 19:00:00;URB;347;51,93;60,20
1025;03/09/2025 19:00:00;M30;1.025;57,39;66,50
1026;03/09/2025 19:00:00;URB;347;43,07;-1,00
1027;03/09/2025 19:00:00;M30;899;23,91;83,40
1028;03/09/2025 19:00:00;URB;369;51,72;69,60
1029;03/09/2025 19:00:00;URB;281;29,59;78,80
1030;03/09/2025 19:00:00;URB;335;38,68;74,50
1001;03/09/2025 20:00:00;M30;936;40,17;79,40
1002;03/09/2025 20:00:00;URB;366;47,94;73,80
1003;03/09/2025 20:00:00;M30;1.018;45,92;64,10
1004;03/09/2025 20:00:00;M30;927;47,34;67,90
1005;03/09/2025 20:00:00;M30;1.046;40,07;65,90
1006;03/09/2025 20:00:00;M30;962;41,97;-1,00
1007;03/09/2025 20:00:00;M30;968;46,97;71,30
1008;03/09/2025 20:00:00;URB;336;21,90;82,50
1009;03/09/2025 20:00:00;M30;970;51,46;65,20
1010;03/09/2025 20:00:00;URB;385;51,58;-1,00
1011;03/09/2025 20:00:00;URB;350;51,60;66,90
1012;03/09/2025 20:00:00;M30;899;53,00;61,10
1013;03/09/2025 20:00:00;URB;349;49,86;66,20
1014;03/09/2025 20:00:00;URB;294;51,16;67,00
1015;03/09/2025 20:00:00;M30;1.009;52,78;65,60
1016;03/09/2025 20:00:00;URB;329;44,19;71,90
1017;03/09/2025 20:00:00;URB;332;25,23;85,40
1018;03/09/2025 20:00:00;URB;362;40,29;73,20
1019;03/09/2025 20:00:00;M30;888;40,77;77,50
1020;03/09/2025 20:00:00;URB;330;38,73;71,90
1021;03/09/2025 20:00:00;M30;875;33,55;-1,00
1022;03/09/2025 20:00:00;URB;332;42,82;82,10
1023;03/09/2025 20:00:00;URB;334;44,56;-1,00
1024;03/09/2025 20:00:00;URB;298;44,22;73,20
1025;03/09/2025 20:00:00;M30;883;54,94;62,50
1026;03/09/2025 20:00:00;URB;390;44,54;-1,00
1027;03/09/2025 20:00:00;M30;1.125;66,07;64,40
1028;03/09/2025 20:00:00;URB;299;33,49;75,40
1029;03/09/2025 20:00:00;URB;405;56,96;57,90
1030;03/09/2025 20:00:00;URB;275;29,66;78,10
1001;03/09/2025 21:00:00;M30;813;30,16;75,90
1002;03/09/2025 21:00:00;URB;308;35,94;70,70
1003;03/09/2025 21:00:00;M30;748;34,25;80,30
1004;03/09/2025 21:00:00;M30;892;48,19;64,10
1005;03/09/2025 21:00:00;M30;766;41,31;76,70
1006;03/09/2025 21:00:00;M30;823;31,66;78,70
1007;03/09/2025 21:00:00;M30;902;50,64;71,50
1008;03/09/2025 21:00:00;URB;277;31,97;77,20
1009;03/09/2025 21:00:00;M30;892;43,63;76,70
1010;03/09/2025 21:00:00;URB;265;27,11;72,60
1011;03/09/2025 21:00:00;URB;272;24,26;84,20
1012;03/09/2025 21:00:00;M30;699;31,02;79,30
1013;03/09/2025 21:00:00;URB;252;35,20;79,00
1014;03/09/2025 21:00:00;URB;223;26,75;77,90
1015;03/09/2025 21:00:00;M30;714;35,12;-1,00
1016;03/09/2025 21:00:00;URB;318;37,09;-1,00
1017;03/09/2025 21:00:00;URB;266;41,07;-1,00
1018;03/09/2025 21:00:00;URB;266;23,89;-1,00
1019;03/09/2025 21:00:00;M30;848;45,60;-1,00
1020;03/09/2025 21:00:00;URB;205;26,82;76,40
1021;03/09/2025 21:00:00;M30;813;36,07;71,00
1022;03/09/2025 21:00:00;URB;295;27,14;76,60
1023;03/09/2025 21:00:00;URB;255;30,48;-1,00
1024;03/09/2025 21:00:00;URB;313;33,39;73,00
1025;03/09/2025 21:00:00;M30;844;47,38;-1,00
1026;03/09/2025 21:00:00;URB;275;35,93;79,10
1027;03/09/2025 21:00:00;M30;840;25,98;75,90
1028;03/09/2025 21:00:00;URB;285;41,44;69,30
1029;03/09/2025 21:00:00;URB;239;36,93;70,70
1030;03/09/2025 21:00:00;URB;277;32,90;73,10
1001;03/09/2025 22:00:00;M30;465;24,14;91,90
1002;03/09/2025 22:00:00;URB;230;44,86;72,60
1003;03/09/2025 22:00:00;M30;589;27,71;77,40
1004;03/09/2025 22:00:00;M30;614;29,48;79,90
1005;03/09/2025 22:00:00;M30;590;28,86;80,30
1006;03/09/2025 22:00:00;M30;469;22,42;86,80
1007;03/09/2025 22:00:00;M30;662;28,47;76,60
1008;03/09/2025 22:00:00;URB;222;30,42;-1,00
1009;03/09/2025 22:00:00;M30;572;26,57;-1,00
1010;03/09/2025 22:00:00;URB;179;19,37;89,30
1011;03/09/2025 22:00:00;URB;218;27,76;-1,00
1012;03/09/2025 22:00:00;M30;621;29,89;78,40
1013;03/09/2025 22:00:00;URB;186;25,48;80,80
1014;03/09/2025 22:00:00;URB;172;23,64;85,70
1015;03/09/2025 22:00:00;M30;677;27,60;76,40
1016;03/09/2025 22:00:00;URB;207;21,75;-1,00
1017;03/09/2025 22:00:00;URB;242;24,82;79,10
1018;03/09/2025 22:00:00;URB;197;30,64;76,30
1019;03/09/2025 22:00:00;M30;560;26,51;80,90
1020;03/09/2025 22:00:00;URB;233;29,70;81,90
1021;03/09/2025 22:00:00;M30;567;24,91;-1,00
1022;03/09/2025 22:00:00;URB;168;20,63;81,70
1023;03/09/2025 22:00:00;URB;254;44,32;-1,00
1024;03/09/2025 22:00:00;URB;188;18,55;87,00
1025;03/09/2025 22:00:00;M30;624;28,22;81,70
1026;03/09/2025 22:00:00;URB;188;21,68;80,50
1027;03/09/2025 22:00:00;M30;644;27,80;81,20
1028;03/09/2025 22:00:00;URB;169;22,70;90,10
1029;03/09/2025 22:00:00;URB;225;30,33;73,00
1030;03/09/2025 22:00:00;URB;245;32,82;74,60
1001;03/09/2025 23:00:00;M30;450;18,51;89,00
1002;03/09/2025 23:00:00;URB;124;17,59;91,50
1003;03/09/2025 23:00:00;M30;449;23,25;83,90
1004;03/09/2025 23:00:00;M30;425;21,14;83,00
1005;03/09/2025 23:00:00;M30;506;21,22;83,80
1006;03/09/2025 23:00:00;M30;550;23,57;90,70
1007;03/09/2025 23:00:00;M30;475;14,52;88,90
1008;03/09/2025 23:00:00;URB;143;17,79;80,50
1009;03/09/2025 23:00:00;M30;473;16,80;90,50
1010;03/09/2025 23:00:00;URB;151;25,32;82,40
1011;03/09/2025 23:00:00;URB;195;27,99;82,20
1012;03/09/2025 23:00:00;M30;419;15,01;87,00
1013;03/09/2025 23:00:00;URB;148;20,99;81,80
1014;03/09/2025 23:00:00;URB;162;21,20;81,80
1015;03/09/2025 23:00:00;M30;372;18,68;-1,00
1016;03/09/2025 23:00:00;URB;166;25,60;78,80
1017;03/09/2025 23:00:00;URB;156;22,58;84,20
1018;03/09/2025 23:00:00;URB;151;14,44;83,40
1019;03/09/2025 23:00:00;M30;452;13,54;-1,00
1020;03/09/2025 23:00:00;URB;170;19,09;78,00
1021;03/09/2025 23:00:00;M30;431;17,95;85,10
1022;03/09/2025 23:00:00;URB;152;16,71;89,20
1023;03/09/2025 23:00:00;URB;166;25,07;81,00
1024;03/09/2025 23:00:00;URB;176;25,73;-1,00
1025;03/09/2025 23:00:00;M30;501;24,90;90,80
1026;03/09/2025 23:00:00;URB;174;24,81;81,10
1027;03/09/2025 23:00:00;M30;491;18,81;-1,00
1028;03/09/2025 23:00:00;URB;166;18,92;81,90
1029;03/09/2025 23:00:00;URB;147;11,73;85,10
1030;03/09/2025 23:00:00;URB;174;21,90;80,00
1001;04/09/2025 00:00:00;M30;331;16,04;86,20
1002;04/09/2025 00:00:00;URB;103;16,47;88,40
1003;04/09/2025 00:00:00;M30;371;18,55;81,40
1004;04/09/2025 00:00:00;M30;308;15,14;87,60
1005;04/09/2025 00:00:00;M30;350;20,21;-1,00
1006;04/09/2025 00:00:00;M30;277;8,79;85,50
1007;04/09/2025 00:00:00;M30;330;15,72;87,20
1008;04/09/2025 00:00:00;URB;109;14,11;83,80
1009;04/09/2025 00:00:00;M30;298;9,75;84,20
1010;04/09/2025 00:00:00;URB;125;15,30;89,60
1011;04/09/2025 00:00:00;URB;113;13,47;91,50
1012;04/09/2025 00:00:00;M30;270;13,78;91,50
1013;04/09/2025 00:00:00;URB;99;11,61;88,60
1014;04/09/2025 00:00:00;URB;131;19,38;79,30
1015;04/09/2025 00:00:00;M30;317;19,57;90,10
1016;04/09/2025 00:00:00;URB;108;13,33;91,30
1017;04/09/2025 00:00:00;URB;127;15,43;88,00
1018;04/09/2025 00:00:00;URB;126;18,28;86,80
1019;04/09/2025 00:00:00;M30;359;12,71;-1,00
1020;04/09/2025 00:00:00;URB;109;10,32;90,30
1021;04/09/2025 00:00:00;M30;352;12,76;85,90
1022;04/09/2025 00:00:00;URB;95;8,68;-1,00
1023;04/09/2025 00:00:00;URB;103;12,94;93,60
1024;04/09/2025 00:00:00;URB;101;14,22;-1,00
1025;04/09/2025 00:00:00;M30;327;14,10;89,90
1026;04/09/2025 00:00:00;URB;102;12,54;86,90
1027;04/09/2025 00:00:00;M30;334;15,06;86,80
1028;04/09/2025 00:00:00;URB;118;17,33;78,60
1029;04/09/2025 00:00:00;URB;129;18,68;79,00
1030;04/09/2025 00:00:00;URB;96;11,18;92,40
1001;04/09/2025 01:00:00;M30;307;16,67;89,40
1002;04/09/2025 01:00:00;URB;140;19,65;82,30
1003;04/09/2025 01:00:00;M30;313;19,50;82,10
1004;04/09/2025 01:00:00;M30;306;14,81;90,50
1005;04/09/2025 01:00:00;M30;343;19,16;87,30
1006;04/09/2025 01:00:00;M30;340;16,58;82,50
1007;04/09/2025 01:00:00;M30;249;10,41;88,80
1008;04/09/2025 01:00:00;URB;85;10,82;92,10
1009;04/09/2025 01:00:00;M30;213;11,43;86,60
1010;04/09/2025 01:00:00;URB;98;9,82;97,80
1011;04/09/2025 01:00:00;URB;128;14,81;89,30
1012;04/09/2025 01:00:00;M30;368;13,29;84,80
1013;04/09/2025 01:00:00;URB;108;13,66;-1,00
1014;04/09/2025 01:00:00;URB;102;13,55;-1,00
1015;04/09/2025 01:00:00;M30;255;7,89;89,10
1016;04/09/2025 01:00:00;URB;123;15,28;80,90
1017;04/09/2025 01:00:00;URB;117;16,80;85,70
1018;04/09/2025 01:00:00;URB;97;12,11;87,50
1019;04/09/2025 01:00:00;M30;344;18,79;83,50
1020;04/09/2025 01:00:00;URB;116;18,35;86,50
1021;04/09/2025 01:00:00;M30;335;18,92;-1,00
1022;04/09/2025 01:00:00;URB;150;21,86;80,70
1023;04/09/2025 01:00:00;URB;132;17,38;87,00
1024;04/09/2025 01:00:00;URB;115;13,91;82,00
1025;04/09/2025 01:00:00;M30;364;17,20;89,40
1026;04/09/2025 01:00:00;URB;91;9,39;85,60
1027;04/09/2025 01:00:00;M30;259;12,97;93,90
1028;04/09/2025 01:00:00;URB;139;19,26;88,70
1029;04/09/2025 01:00:00;URB;121;17,68;88,10
1030;04/09/2025 01:00:00;URB;90;10,60;85,60
1001;04/09/2025 02:00:00;M30;355;12,61;83,30
1002;04/09/2025 02:00:00;URB;106;16,24;87,90
1003;04/09/2025 02:00:00;M30;350;14,28;89,30
1004;04/09/2025 02:00:00;M30;342;18,51;97,00
1005;04/09/2025 02:00:00;M30;359;16,16;85,50
1006;04/09/2025 02:00:00;M30;323;10,94;84,80
1007;04/09/2025 02:00:00;M30;338;18,44;80,50
1008;04/09/2025 02:00:00;URB;109;16,41;85,90
1009;04/09/2025 02:00:00;M30;311;17,45;81,40
1010;04/09/2025 02:00:00;URB;123;16,18;-1,00
1011;04/09/2025 02:00:00;URB;107;14,03;87,00
1012;04/09/2025 02:00:00;M30;314;13,19;-1,00
1013;04/09/2025 02:00:00;URB;109;11,24;88,20
1014;04/09/2025 02:00:00;URB;115;16,25;89,30
1015;04/09/2025 02:00:00;M30;331;15,07;83,20
1016;04/09/2025 02:00:00;URB;102;11,33;93,00
1017;04/09/2025 02:00:00;URB;117;17,73;84,80
1018;04/09/2025 02:00:00;URB;115;18,06;89,90
1019;04/09/2025 02:00:00;M30;349;11,78;-1,00
1020;04/09/2025 02:00:00;URB;107;12,00;88,90
1021;04/09/2025 02:00:00;M30;289;9,76;82,30
1022;04/09/2025 02:00:00;URB;125;12,98;84,00
1023;04/09/2025 02:00:00;URB;137;18,68;81,80
1024;04/09/2025 02:00:00;URB;114;16,63;88,20
1025;04/09/2025 02:00:00;M30;321;16,31;89,20
1026;04/09/2025 02:00:00;URB;93;11,14;85,00
1027;04/09/2025 02:00:00;M30;291;14,24;83,40
1028;04/09/2025 02:00:00;URB;111;12,17;-1,00
1029;04/09/2025 02:00:00;URB;107;11,79;96,40
1030;04/09/2025 02:00:00;URB;123;15,25;87,90
1001;04/09/2025 03:00:00;M30;304;14,01;89,10
1002;04/09/2025 03:00:00;URB;102;9,43;89,90
1003;04/09/2025 03:00:00;M30;349;15,58;84,10
1004;04/09/2025 03:00:00;M30;315;15,04;88,10
1005;04/09/2025 03:00:00;M30;406;24,04;81,90
1006;04/09/2025 03:00:00;M30;290;16,23;81,60
1007;04/09/2025 03:00:00;M30;350;15,07;81,80
1008;04/09/2025 03:00:00;URB;119;11,59;-1,00
1009;04/09/2025 03:00:00;M30;360;19,87;75,60
1010;04/09/2025 03:00:00;URB;116;14,40;87,60
1011;04/09/2025 03:00:00;URB;110;16,01;82,10
1012;04/09/2025 03:00:00;M30;338;9,22;94,30
1013;04/09/2025 03:00:00;URB;124;15,14;90,00
1014;04/09/2025 03:00:00;URB;110;14,98;69,30
1015;04/09/2025 03:00:00;M30;349;15,27;-1,00
1016;04/09/2025 03:00:00;URB;110;13,18;-1,00
1017;04/09/2025 03:00:00;URB;107;15,26;89,60
1018;04/09/2025 03:00:00;URB;123;14,22;89,20
1019;04/09/2025 03:00:00;M30;353;14,64;82,70
1020;04/09/2025 03:00:00;URB;119;15,83;-1,00
1021;04/09/2025 03:00:00;M30;336;15,17;-1,00
1022;04/09/2025 03:00:00;URB;101;13,66;91,90
1023;04/09/2025 03:00:00;URB;128;21,30;87,70
1024;04/09/2025 03:00:00;URB;111;13,27;88,80
1025;04/09/2025 03:00:00;M30;407;17,51;90,60
1026;04/09/2025 03:00:00;URB;121;9,19;-1,00
1027;04/09/2025 03:00:00;M30;308;6,36;91,90
1028;04/09/2025 03:00:00;URB;120;13,47;94,40
1029;04/09/2025 03:00:00;URB;126;15,61;87,30
1030;04/09/2025 03:00:00;URB;128;21,27;-1,00
1001;04/09/2025 04:00:00;M30;361;17,30;83,40
